country_iso3,country,year,BX.KLT.DINV.CD.WD,NE.TRD.GNFS.ZS,NY.GDP.MKTP.CD,NY.GDP.MKTP.KD,NY.GDP.PCAP.CD,SP.POP.TOTL
LAO,Lao PDR,2008,227770000.0,81.8491820941317,5446433157.40114,8496261313.36707,885.747376088762,6148969.0
LAO,Lao PDR,2009,318598209.09,76.930826218652,5836137329.63305,9133631713.05317,935.03237283283,6241642.0
LAO,Lao PDR,2010,278805903.12,84.7203378916677,7131771014.70456,9912447859.53224,1125.91610151261,6334194.0
LAO,Lao PDR,2011,300743507.13,91.6986958680216,8750104617.17303,10709275115.0696,1361.54704394913,6426590.0
LAO,Lao PDR,2012,617755394.539664,98.1851264313662,10192846339.4029,11568812077.4386,1563.5650771337,6518978.0
LAO,Lao PDR,2013,681397257.103792,98.1791466159604,11983252626.5452,12497359667.4702,1812.51774424651,6611385.0
LAO,Lao PDR,2014,867646121.708671,99.0597382933399,13279245886.3854,13448654116.2974,1981.03910900473,6703172.0
LAO,Lao PDR,2015,1077759914.58895,85.798321703681,14426380125.6488,14426380125.6488,2121.01339097363,6801645.0
LAO,Lao PDR,2016,935296172.783646,75.0918909204124,15912501722.6143,15439521179.3987,2303.22156035363,6908802.0
LAO,Lao PDR,2017,1686287305.36006,,17071155481.4994,16503694943.2856,2432.43059478511,7018147.0
LAO,Lao PDR,2018,1358019506.22958,,18141641089.7963,17534839203.1116,2545.1075420815,7128045.0
LAO,Lao PDR,2019,755524124.249368,,18740561512.5555,18491844275.7106,2589.32081035237,7237636.0
LAO,Lao PDR,2020,967706086.202045,,18981805250.2424,18584864138.19,2583.77730696131,7346533.0
LAO,Lao PDR,2021,1071913715.60885,,18827148530.9347,19054754737.3799,2526.05105018529,7453194.0
LAO,Lao PDR,2022,726273736.492143,,15468785203.7532,19570648221.6862,2046.40440255621,7559007.0
LAO,Lao PDR,2023,1781176779.47452,,15843155731.2552,20303702352.295,2066.94979776957,7664993.0
LAO,Lao PDR,2024,988457806.788528,,16502933121.3379,21142284373.3842,2123.97909415109,7769819.0
MMR,Myanmar,2000,254789765.469466,,8905066163.58643,13523413252.2448,196.619580625284,45290841.0
MMR,Myanmar,2001,208303564.372066,,6477790688.22844,15057508855.3381,141.525660705722,45771139.0
MMR,Myanmar,2002,150511225.813866,,6777632512.0781,16868251605.5673,146.598390364449,46232653.0
MMR,Myanmar,2003,248882510.026366,,10467109977.6717,19203491833.3034,224.292688912409,46667192.0
MMR,Myanmar,2004,211364294.975748,,10567354056.4049,21808380519.0128,224.508811413327,47068772.0
MMR,Myanmar,2005,234904379.027598,,11986972418.5103,24767548772.168,252.685193060728,47438365.0
MMR,Myanmar,2006,275812653.011391,,14502553709.8303,28006178558.7687,303.495087119254,47785135.0
MMR,Myanmar,2007,709922015.309805,,20182477480.5512,31364521323.9023,419.375780725042,48125043.0
MMR,Myanmar,2008,863880447.312828,,31862554101.9378,34581048770.7151,658.442487229705,48390793.0
MMR,Myanmar,2009,1078972200.98264,,36906181380.8127,38229352561.5845,758.442935789255,48660459.0
MMR,Myanmar,2010,901133534.876797,,49540813342.4834,41912536387.039,1010.53417343401,49024382.0
MMR,Myanmar,2011,2519813313.27459,,59977326085.9908,44256068473.3923,1213.62898703376,49419820.0
MMR,Myanmar,2012,1333856137.27031,,59937796648.2158,47501220127.3631,1202.6658960055,49837446.0
MMR,Myanmar,2013,2254603965.49345,,60269732854.827,51503673422.1907,1199.09561597055,50262658.0
MMR,Myanmar,2014,2175015283.77713,,65531374210.3224,55711475877.0092,1293.00042319714,50681634.0
MMR,Myanmar,2015,4083839111.71186,,59607290408.4359,59607290408.4359,1166.73305547935,51089056.0
MMR,Myanmar,2016,3278096409.87385,,63298361983.5653,63101751664.1065,1229.19713491328,51495696.0
MMR,Myanmar,2017,4804272487.31986,,66053040475.0257,66973743449.8257,1272.82241815234,51894938.0
MMR,Myanmar,2018,1768195522.55912,,67860515993.1186,71172235146.7291,1298.21310327675,52272247.0
MMR,Myanmar,2019,1735589412.93376,,75065106243.3578,75854734834.642,1425.98954241668,52640713.0
MMR,Myanmar,2020,1907154040.0,,79006113670.2831,68991135074.4517,1490.21683599469,53016522.0
MMR,Myanmar,2021,2066606470.0,,66345291149.4433,60700903303.7127,1242.7213439951,53387102.0
MMR,Myanmar,2022,1238500000.0,,62253049903.28,63151698290.198,1158.05005055976,53756787.0
MMR,Myanmar,2023,1520172000.0,,66757619000.0,63756973611.1702,1233.19666209269,54133798.0
MMR,Myanmar,2024,1095317000.0,,74068349523.8095,63137226235.7415,1359.05001560107,54500091.0
MYS,Malaysia,2000,3787631578.94736,220.406788982074,93789736842.1053,148271359064.948,4083.52874483605,22967816.0
MYS,Malaysia,2001,553947368.421052,203.364636010653,92783947368.4211,149038923296.259,3943.79943910239,23526538.0
MYS,Malaysia,2002,3192894736.8421,199.356232695655,100845526315.789,157073594223.932,4184.03163773539,24102477.0
MYS,Malaysia,2003,3218947368.42105,194.195129056831,110202368421.053,166165798103.902,4465.32194567208,24679602.0
MYS,Malaysia,2004,4376052631.57894,210.374265897124,124749473684.211,177437551536.374,4939.24851854427,25256772.0
MYS,Malaysia,2005,3924786634.73868,203.854644595624,143534405818.501,186898768708.901,5555.58179951206,25836071.0
MYS,Malaysia,2006,7690731245.66746,202.577146840398,162692258307.056,197336779111.682,6158.40785533236,26417909.0
MYS,Malaysia,2007,9071369834.83859,192.465506357652,193549569477.733,209766600383.972,7168.93031942508,26998389.0
MYS,Malaysia,2008,7572512432.33634,176.668324785148,230811614370.384,219902039818.778,8371.82156086005,27570059.0
MYS,Malaysia,2009,114664434.56228,162.558970452699,202257453036.641,216573759299.08,7191.43287234626,28124778.0
MYS,Malaysia,2010,10885801851.6194,157.944764886771,255017638455.59,232654030399.227,8899.34505544675,28655776.0
MYS,Malaysia,2011,15119439203.9543,154.937684607226,297951668674.835,244970531973.676,10217.1068585031,29162039.0
MYS,Malaysia,2012,8895774250.70401,147.841754766013,314443047642.111,258378881826.473,10600.5744240026,29662831.0
MYS,Malaysia,2013,11296279513.9209,142.720991464873,323276235524.415,270506469604.101,10713.6407638899,30174265.0
MYS,Malaysia,2014,10619431582.9781,138.312231176843,338066095097.254,286755041078.03,11013.3107334403,30696137.0
MYS,Malaysia,2015,9857162111.82329,131.37007244526,301355266964.947,301355266964.947,9648.6797937523,31232798.0
MYS,Malaysia,2016,13470089920.807,126.8990100257,301256033870.334,314764917575.088,9476.53409809923,31789685.0
MYS,Malaysia,2017,9368469822.66145,133.155173371956,319109094160.343,333061328477.268,9862.54806612235,32355644.0
MYS,Malaysia,2018,8304480741.65266,130.402625502126,358788845712.53,349191778300.005,10901.8019954421,32910967.0
MYS,Malaysia,2019,9154921685.03934,123.028562027943,365177721021.516,364602265936.14,10920.191763972,33440596.0
MYS,Malaysia,2020,4058769678.64231,116.788182437638,337456163961.211,344706479641.244,9957.52626697613,33889558.0
MYS,Malaysia,2021,20245157326.8023,134.035994690727,373784553029.978,356134704342.139,10903.1037480772,34282399.0
MYS,Malaysia,2022,15027992710.6144,146.424604753908,407830525989.553,388299855024.742,11754.5678336248,34695493.0
MYS,Malaysia,2023,7918601050.23635,132.593461641599,399949418752.657,402034268648.217,11386.0395636528,35126298.0
MYS,Malaysia,2024,15593246086.7664,137.362571161559,422227005428.688,422559964245.24,11874.4273684245,35557673.0
PHL,Philippines,2000,1487000000.0,85.1533684600039,83669788376.9213,142796015521.852,1050.79273107952,79625397.0
PHL,Philippines,2001,760000000.0,84.9003886237531,78921234457.5487,147150196386.034,969.530611744453,81401488.0
PHL,Philippines,2002,1769000000.0,83.8448040937789,84307345887.543,152618672919.07,1014.90879320106,83068889.0
PHL,Philippines,2003,492000000.0,87.5746443636636,87039092974.2272,160382249186.079,1027.2301192843,84731835.0
PHL,Philippines,2004,592000000.0,87.1252848232048,95001999685.3314,170918125627.487,1099.63013023758,86394504.0
PHL,Philippines,2005,1664000000.0,83.8456745708051,107419977318.166,179365762735.543,1220.46018559867,88015962.0
PHL,Philippines,2006,2707414996.79964,80.8505386728775,127652926368.069,188901594317.393,1426.14649179546,89508986.0
PHL,Philippines,2007,2918724840.50407,73.6449799920629,155980408673.403,201216639993.9,1712.65543282793,91075184.0
PHL,Philippines,2008,1340027563.20325,67.6810707730401,181624626327.361,209958471374.167,1959.29233534978,92699095.0
PHL,Philippines,2009,2064620677.76657,60.8865907869758,175974755881.372,212999348337.291,1864.45043406471,94384250.0
PHL,Philippines,2010,1070386939.91896,66.1042785137797,208368893151.144,228621785456.625,2162.91375885614,96337125.0
PHL,Philippines,2011,2007150725.40003,60.7958366999075,234216730291.32,237442546234.973,2383.91892522087,98248614.0
PHL,Philippines,2012,3215415155.43566,57.8420055133082,261920540962.63,253818843989.004,2614.61644401308,100175512.0
PHL,Philippines,2013,3737371739.84519,55.8247812320298,283902828588.718,270952964501.391,2781.27957677397,102076336.0
PHL,Philippines,2014,5739574024.13183,57.4681720875945,297483555338.044,288153024771.696,2866.83803761407,103767130.0
PHL,Philippines,2015,5639155961.87389,59.1415921053094,306445871242.322,306445871242.322,2909.85818010301,105312992.0
PHL,Philippines,2016,8279548274.88501,61.7760657653871,318627003016.731,328355086268.976,2985.19564024046,106735719.0
PHL,Philippines,2017,10256442398.8834,68.1683697426727,328480736802.76,351113338965.581,3038.12124959289,108119693.0
PHL,Philippines,2018,9948598823.96867,72.1633982990273,346841896587.313,373379140695.818,3168.51036609727,109465287.0
PHL,Philippines,2019,8671365873.65689,68.8418422595678,376823402239.136,396224439236.642,3400.78949767074,110804683.0
PHL,Philippines,2020,6822133290.81919,58.1695603022281,361751145451.597,358510629276.391,3227.57910235199,112081264.0
PHL,Philippines,2021,11983363327.4771,63.4846098136712,394087359848.11,378998554988.857,3484.38593882819,113100950.0
PHL,Philippines,2022,9492234668.1091,72.4296836107599,404353369604.631,407730367707.393,3548.06930572116,113964338.0
PHL,Philippines,2023,8925128471.59541,67.4199693173966,437055627244.424,430232801525.652,3804.08274131097,114891199.0
PHL,Philippines,2024,9398326659.59308,65.8854725286968,461617509782.355,454721721977.445,3984.8315387656,115843670.0
SGP,Singapore,2000,15515295182.2254,364.364520468218,96076539925.7409,140533304238.721,23852.8389514753,4027887.0
SGP,Singapore,2001,17006818857.2728,349.292105694978,89793790669.6515,139028385430.873,21699.7414868907,4138012.0
SGP,Singapore,2002,6157194143.82423,349.746013985676,92538372869.6942,144482970559.889,22159.8373710639,4175950.0
SGP,Singapore,2003,17051420152.8733,377.218564301581,97646401095.6369,151054425108.65,23730.3840054566,4114826.0
SGP,Singapore,2004,24390254965.552,401.523712538509,115033593101.049,166069208808.394,27608.080013423,4166664.0
SGP,Singapore,2005,19316058814.0753,420.430512920559,127807848728.398,178302402123.907,29961.3172812732,4265762.0
SGP,Singapore,2006,39129332046.656,425.363399543019,148627286361.351,194361682395.941,33768.4528234651,4401365.0
SGP,Singapore,2007,47337947782.7751,394.288471919078,180941701357.97,211896059498.482,39432.8860198877,4588599.0
SGP,Singapore,2008,13598298537.0174,437.326714891057,193617323539.203,215844707508.228,40008.5720489092,4839396.0
SGP,Singapore,2009,23436064059.7506,358.192811828842,194150283771.566,216120888113.033,38926.8054365453,4987573.0
SGP,Singapore,2010,55322434161.874,369.685555787646,239807980591.24,247501100140.018,47236.683084953,5076732.0
SGP,Singapore,2011,49155657316.2945,379.098631377539,279356499090.458,262883130580.256,53891.4570264372,5183688.0
SGP,Singapore,2012,55310807547.7033,369.212965787665,295092888076.589,274543305511.611,55547.5553077786,5312437.0
SGP,Singapore,2013,64389514904.4993,367.041780049019,307576360584.992,287769788882.221,56967.4257940383,5399162.0
SGP,Singapore,2014,68698472830.5907,360.467319166237,314863580758.455,299095084828.978,57564.8023114977,5469724.0
SGP,Singapore,2015,69774553124.9431,329.471398940262,307998545269.398,307998545269.398,55645.6068614606,5535002.0
SGP,Singapore,2016,65133174223.0873,302.839656046574,319646468521.497,319541032495.045,57005.5887176547,5607283.0
SGP,Singapore,2017,101970056302.84,316.794409287568,343673334902.33,333846562289.746,61236.251270627,5612253.0
SGP,Singapore,2018,86126491248.6639,326.59658728675,377123710560.614,345370865382.867,66881.6067035265,5638676.0
SGP,Singapore,2019,106174185547.865,324.394985115301,376161998830.048,349888458531.086,65952.0378959293,5703569.0
SGP,Singapore,2020,79322385229.1189,332.040805481913,349165858544.568,336541232520.503,61410.0792630788,5685807.0
SGP,Singapore,2021,142313339701.522,329.161383683762,436591382250.464,369376902514.865,80056.1288247844,5453566.0
SGP,Singapore,2022,144147823984.526,332.34956775484,509017841146.557,384550906479.006,90299.0694637269,5637022.0
SGP,Singapore,2023,125786783506.69,325.69322405378,505439514078.019,391555143381.885,85412.230345235,5917648.0
SGP,Singapore,2024,135077157183.126,322.371427934716,547386645891.847,408736675576.891,90674.066632628,6036860.0
THA,Thailand,2000,3365987582.58309,121.297955351472,126392224253.794,221454615181.944,2005.97694514234,63007815.0
THA,Thailand,2001,5067170388.09022,120.267966273533,120296476180.402,229082063572.247,1889.93432467144,63651141.0
THA,Thailand,2002,3341612007.23692,114.969743021067,134300904400.022,243168402250.2,2089.75183111554,64266437.0
THA,Thailand,2003,5232270340.1941,116.692819704865,152280615245.887,260650370324.981,2347.54001286066,64868166.0
THA,Thailand,2004,5860255942.60102,127.411873720393,172895685154.658,277043563911.345,2641.56268717857,65452047.0
THA,Thailand,2005,8215637195.30001,137.853866832247,189318408468.595,288645146658.334,2867.70383436062,66017420.0
THA,Thailand,2006,8917470351.2,134.086946191268,221758296021.621,302984491694.587,3331.32043511773,66567687.0
THA,Thailand,2007,8633903440.6,129.873226989717,262942621455.053,319452158416.903,3918.52817434581,67102394.0
THA,Thailand,2008,8561557724.60001,140.437011540931,291382982430.951,324964940636.733,4309.13509292986,67619830.0
THA,Thailand,2009,6411458544.60001,119.269418854589,281710630187.319,322720673508.111,4135.43986952819,68121080.0
THA,Thailand,2010,14746672919.5999,127.250522638251,341104766329.17,346967938038.265,4973.86288823778,68579447.0
THA,Thailand,2011,2473685995.7,139.675407224576,370818739623.622,349882927003.633,5373.6232832898,69007208.0
THA,Thailand,2012,12899036062.7558,137.67493851024,397558325278.579,375224234353.836,5725.52802835463,69436098.0
THA,Thailand,2013,15935960664.8073,132.462274174269,420333654592.547,385308369004.167,6018.08244729255,69845114.0
THA,Thailand,2014,4975455660.4459,130.905495444398,407339040197.651,389101609925.933,5801.1978916205,70216367.0
THA,Thailand,2015,8927579182.16216,124.839662152526,401296238228.084,401296238228.084,5688.85335397884,70540795.0
THA,Thailand,2016,3486184390.30069,120.57522728913,413366349747.508,415081396923.293,5833.57715617098,70859841.0
THA,Thailand,2017,8285169819.69135,120.891427433638,456356813536.764,432422173710.333,6413.09182530343,71160187.0
THA,Thailand,2018,13747219811.1792,120.841864730984,506754208404.485,450682801200.339,7099.77650081458,71376079.0
THA,Thailand,2019,5534140214.60468,109.689514715166,543976691793.886,460212749509.626,7605.69657797759,71522271.0
THA,Thailand,2020,-4293910676.95961,97.8007432465178,500461898480.246,432369701127.278,6985.64393892574,71641484.0
THA,Thailand,2021,15389597696.242,117.252944620852,506194668789.937,439080796986.82,7057.20754802279,71727332.0
THA,Thailand,2022,11854822037.8762,132.858712082871,495644697587.661,450410744554.857,6909.35281815827,71735329.0
THA,Thailand,2023,10327587425.687,128.824114152375,515906283940.933,459498911646.803,7195.10130919449,71702435.0
THA,Thailand,2024,14302158846.415,136.747107022451,526517658841.684,471178549995.253,7346.62022142185,71668011.0
USA,United States,2000,349125000000.0,25.1029953595813,10250947997000.0,13650948362520.0,36329.9560727102,282162411.0
USA,United States,2001,172496000000.0,22.967181335596,10581929774000.0,13781388409036.2,37133.623113437,284968955.0
USA,United States,2002,111055000000.0,22.2863741094897,10929112955000.0,14015733659783.6,37997.7596573051,287625193.0
USA,United States,2003,117106000000.0,22.6273130062789,11456442041000.0,14407558345762.9,39490.2749557007,290107933.0
USA,United States,2004,213641000000.0,24.4480622643257,12217193198000.0,14961928297813.8,41724.6316287624,292805298.0
USA,United States,2005,142344000000.0,25.6385530316517,13039199193000.0,15483134541390.2,44123.4070679055,295516599.0
USA,United States,2006,298463000000.0,26.9752780973197,13815586948000.0,15914268559668.9,46302.0008800056,298379912.0
USA,United States,2007,346613000000.0,28.0120176822667,14474226905000.0,16233167950743.9,48050.2237771135,301231207.0
USA,United States,2008,341092000000.0,29.8677957945319,14769857911000.0,16251606759787.8,48570.0459804586,304093966.0
USA,United States,2009,161083000000.0,24.7595311689876,14478064934000.0,15832884074310.8,47194.9433547336,306771529.0
USA,United States,2010,264039000000.0,28.2198952346731,15048964444000.0,16259610790677.0,48642.6100179312,309378227.0
USA,United States,2011,263497000000.0,30.8424862411943,15599728123000.0,16513977256911.2,50024.868799398,311839461.0
USA,United States,2012,250345000000.0,30.6818353657295,16253972230000.0,16892000920975.5,51708.4011556577,314339099.0
USA,United States,2013,288131000000.0,30.0079539684645,16843190993000.0,17249744800617.5,53179.0127634561,316726282.0
USA,United States,2014,251856000000.0,30.0044781614855,17550680174000.0,17685097277697.8,54973.4207515712,319257560.0
USA,United States,2015,511434000000.0,27.8235649187872,18206020741000.0,18206020741000.0,56572.9188996063,321815121.0
USA,United States,2016,474388000000.0,26.6079620604584,18695110842000.0,18537270454435.6,57638.1018367192,324353340.0
USA,United States,2017,380823000000.0,27.3130208877206,19477336549000.0,18992846546661.7,59635.0984397965,326608609.0
USA,United States,2018,214715000000.0,27.6103792720958,20533057312000.0,19556270302218.3,62499.8744390068,328529577.0
USA,United States,2019,315984000000.0,26.4537594940475,21380976119000.0,20061570168697.6,64746.4506778863,330226227.0
USA,United States,2020,137066000000.0,23.4015629969394,21060473613000.0,19627632559934.5,63515.9491807833,331577720.0
USA,United States,2021,477956000000.0,25.6095576621932,23315080560000.0,20816096100824.5,70205.050916026,332099760.0
USA,United States,2022,416890000000.0,27.3139397355363,25604848907611.0,21339074561820.0,76657.2488844403,334017321.0
USA,United States,2023,361944000000.0,25.2903297883366,27292170793214.4,21955252291273.6,81032.262117545,336806231.0
USA,United States,2024,297058000000.0,25.3786342507088,28750956130731.2,22568462768174.3,84534.0407841548,340110988.0
VNM,Viet Nam,2000,1298000000.0,111.417094419512,31172518403.3162,93525828108.839,404.029784055118,77154011.0
VNM,Viet Nam,2001,1300000000.0,111.955937998525,32685198808.5549,99317782863.096,419.205677580901,77969361.0
VNM,Viet Nam,2002,1400000000.0,116.696868652499,35064105500.8344,105595482130.707,445.132861817313,78772224.0
VNM,Viet Nam,2003,1450000000.0,124.327954439125,39552513231.9169,112880581486.059,497.117089249256,79563777.0
VNM,Viet Nam,2004,1610000000.0,133.016497868747,45427854693.2554,121387725604.567,565.452284586212,80338971.0
VNM,Viet Nam,2005,1954000000.0,130.714846045026,57633255738.1992,130549157968.493,710.746759994861,81088313.0
VNM,Viet Nam,2006,2400000000.0,138.313621869598,66371664817.0436,139658819217.11,807.756645117054,82167897.0
VNM,Viet Nam,2007,6700000000.0,154.605383996554,77414425532.2452,149615800998.365,925.640338348717,83633375.0
VNM,Viet Nam,2008,9579000000.0,154.317479627758,99130304099.1274,158086705343.275,1163.83195772873,85175788.0
VNM,Viet Nam,2009,7600000000.0,134.706317721758,106014659565.214,166620063722.291,1226.16976051536,86460018.0
VNM,Viet Nam,2010,8000000000.0,113.977687539714,147201173196.979,177322478338.404,1683.16182443979,87455152.0
VNM,Viet Nam,2011,7430000000.0,125.260577940829,172595049183.925,188694468366.268,1950.92504174913,88468314.0
VNM,Viet Nam,2012,8368000000.0,123.224116745985,195590661129.249,199081239731.688,2185.11767654291,89510356.0
VNM,Viet Nam,2013,8900000000.0,130.846354866743,213708811665.34,210137237901.389,2359.51736472828,90573104.0
VNM,Viet Nam,2014,9200000000.0,135.410521454361,233451469642.519,223632762207.56,2546.38464459903,91679578.0
VNM,Viet Nam,2015,11800000000.0,144.914228195237,239258328381.741,239258328381.741,2577.56885340113,92823254.0
VNM,Viet Nam,2016,12600000000.0,145.409507973118,257096001177.982,255264731908.124,2735.0604380416,94000117.0
VNM,Viet Nam,2017,14100000000.0,160.98008365887,281353605986.903,272980590259.187,2956.10992127753,95176977.0
VNM,Viet Nam,2018,15500000000.0,164.663936775893,310106478394.659,293358610036.841,3222.31003125366,96237319.0
VNM,Viet Nam,2019,16120000000.0,164.704215031408,334365270496.667,314947640805.601,3440.90025375434,97173776.0
VNM,Viet Nam,2020,15800000000.0,163.245862814935,346615738537.796,323972192107.065,3534.03953482647,98079191.0
VNM,Viet Nam,2021,15660000000.0,186.675832836814,366474752771.009,332245562394.77,3704.1935590038,98935098.0
VNM,Viet Nam,2022,17900000000.0,183.153619147836,413445230668.578,360611028837.664,4147.69777213621,99680655.0
VNM,Viet Nam,2023,18500000000.0,164.818071269894,433857681378.291,378876063686.799,4323.35031982451,100352192.0
VNM,Viet Nam,2024,20170000000.0,173.862024782965,476388230307.175,405742875627.919,4717.29028732449,100987686.0
