country_iso3,country_name,country_group,year,fdi_net_inflow_usd,gdp_constant_2015_usd,gdp_current_usd,gdp_per_capita_usd,population,trade_pct_gdp
BRN,Brunei Darussalam,ASEAN,2000,549607250.0,12244033143.1515,6570999087.56742,20130.2572346624,326424.0,87.0553329877697
BRN,Brunei Darussalam,ASEAN,2001,60694643.6567848,12423538115.8353,6096155767.38145,18287.8272281914,333345.0,91.0997876196857
BRN,Brunei Darussalam,ASEAN,2002,229671955.675395,12915688987.5154,6333082875.56937,18621.2922577525,340099.0,93.2161814722477
BRN,Brunei Darussalam,ASEAN,2003,123820911.146426,13378513545.1324,7167725261.92713,20677.9001143188,346637.0,89.085616098756
BRN,Brunei Darussalam,ASEAN,2004,113205866.961457,13392499225.471,8619178773.51458,24423.0946995548,352911.0,84.8821666638192
BRN,Brunei Darussalam,ASEAN,2005,175068516.562807,13391973527.4748,10547202620.5286,29386.2703822862,358916.0,81.6201140155232
BRN,Brunei Darussalam,ASEAN,2006,87839128.3133848,13940831854.3091,12644616418.691,34674.7995236452,364663.0,81.5709547429689
BRN,Brunei Darussalam,ASEAN,2007,257635717.488309,13416151463.6479,13432029484.4012,36217.3290706015,370873.0,81.0114146368958
BRN,Brunei Darussalam,ASEAN,2008,222184549.489168,12892826165.4277,15926456515.0049,42156.5685838672,377793.0,89.7454253523344
BRN,Brunei Darussalam,ASEAN,2009,325586827.786628,12647829762.7913,11912904509.8582,30946.4673773828,384952.0,90.2870882587894
BRN,Brunei Darussalam,ASEAN,2010,480722550.0,12994552864.5932,13707121038.4383,34937.5555357155,392332.0,95.3715460226132
BRN,Brunei Darussalam,ASEAN,2011,691170270.0,13481121714.8966,18524791062.657,46382.8274255349,399389.0,99.5379309038179
BRN,Brunei Darussalam,ASEAN,2012,864905530.0,13604222581.2368,19048443340.7732,46968.5971164922,405557.0,105.640902140819
BRN,Brunei Darussalam,ASEAN,2013,775642000.0,13315162382.5279,18094148098.6536,44003.0644273461,411202.0,110.939599584216
BRN,Brunei Darussalam,ASEAN,2014,573906207.836338,12981233119.3701,17097797386.0336,41026.5084247957,416750.0,102.421000963035
BRN,Brunei Darussalam,ASEAN,2015,171289167.823994,12930296870.1247,12930296870.1247,30625.1287744656,422212.0,89.8961882533585
BRN,Brunei Darussalam,ASEAN,2016,-150550827.310312,12609894752.9469,11400266044.6651,26663.2972950602,427564.0,87.319801332806
BRN,Brunei Darussalam,ASEAN,2017,467927550.316566,12777445780.0952,12128168045.1245,28024.3824580252,432772.0,85.1768604269985
BRN,Brunei Darussalam,ASEAN,2018,516202620.629746,12784137461.5724,13566908391.0895,30988.1190267227,437810.0,93.8980617666778
BRN,Brunei Darussalam,ASEAN,2019,373256767.246304,13278735842.9555,13469235364.7032,30426.5730656528,442680.0,108.509658357959
BRN,Brunei Darussalam,ASEAN,2020,565542275.429332,13429260053.625,12005799653.9835,26834.3592233943,447404.0,110.291003658452
BRN,Brunei Darussalam,ASEAN,2021,206462739.392454,13215632407.1015,14006496617.4458,31006.9636289785,451721.0,147.123112375318
BRN,Brunei Darussalam,ASEAN,2022,-290169984.940837,13000438095.7254,16681536466.7183,36632.9280952155,455370.0,146.973965879597
BRN,Brunei Darussalam,ASEAN,2023,-55927970.3793758,13147036779.4979,15095084656.1634,32890.5491812019,458949.0,136.86343465048
BRN,Brunei Darussalam,ASEAN,2024,29063018.6489884,13679822692.2189,15340808592.48,33153.4738913513,462721.0,132.587439642245
CHN,China,PARTNER,2000,42095300000.0,2825096197799.54,1223754919971.05,969.199513696287,1262645000.0,39.0109424774998
CHN,China,PARTNER,2001,47053000000.0,3059936242478.58,1355036590251.52,1065.40597574519,1271850000.0,38.0826469518334
CHN,China,PARTNER,2002,53073618897.4036,3342778183071.46,1489821682050.54,1163.55957673426,1280400000.0,42.1944423387413
CHN,China,PARTNER,2003,57900937467.3864,3681006926650.74,1683903309843.85,1306.97245408557,1288400000.0,51.0774801301803
CHN,China,PARTNER,2004,68117272181.2194,4053944733453.66,1984196551300.44,1530.92726215723,1296075000.0,58.6403340408439
CHN,China,PARTNER,2005,104108693867.085,4518455387849.41,2317551298052.05,1777.64496828464,1303720000.0,61.3600749408237
CHN,China,PARTNER,2006,124082035618.505,5091154930758.42,2791498472804.33,2129.25696999613,1311020000.0,63.5695798621627
CHN,China,PARTNER,2007,156249335203.201,5811552614974.09,3604055822571.63,2734.72709877693,1317885000.0,61.2664640006176
CHN,China,PARTNER,2008,171534650311.568,6373544042638.01,4667346414521.95,3523.44302065213,1324655000.0,56.7111330003209
CHN,China,PARTNER,2009,131057052869.5,6972829250985.1,5189577094997.58,3898.24459158811,1331260000.0,44.4197644331119
CHN,China,PARTNER,2010,243703434558.177,7711689202853.29,6192564874453.29,4629.24551710077,1337705000.0,49.8540722338977
CHN,China,PARTNER,2011,280072219149.934,8441318020902.42,7671757207851.29,5703.76027973346,1345035000.0,49.9458272253643
CHN,China,PARTNER,2012,241213868161.42,9104482675356.36,8673664713189.24,6405.0574241349,1354190000.0,47.4802130784317
CHN,China,PARTNER,2013,290928431467.003,9812695262900.89,9743124247267.24,7147.03518622344,1363240000.0,45.9160413795571
CHN,China,PARTNER,2014,268097181064.335,10544908798424.0,10674533168257.4,7781.06597484974,1371860000.0,44.0684564812532
CHN,China,PARTNER,2015,242489331627.398,11280814787468.9,11280814787468.9,8175.33285077393,1379860000.0,38.6971848362625
CHN,China,PARTNER,2016,174749584584.05,12045152668727.3,11456024084962.0,8254.86859320357,1387790000.0,36.177170692978
CHN,China,PARTNER,2017,166083755721.648,12875216222853.4,12537559062282.9,8979.67652709856,1396215000.0,36.95085261586
CHN,China,PARTNER,2018,235365050036.341,13745158275136.7,14147765772963.8,10085.6638148819,1402760000.0,36.8943843914718
CHN,China,PARTNER,2019,187169822364.755,14579283528148.4,14560167101283.4,10342.9009524335,1407745000.0,35.1994202738836
CHN,China,PARTNER,2020,253095616058.58,14920466234565.3,14996414166715.1,10627.4637989619,1411100000.0,34.0389507864581
CHN,China,PARTNER,2021,344074977062.48,16199162892908.6,18201698719564.0,12887.4357242941,1412360000.0,36.5206911762676
CHN,China,PARTNER,2022,190203789092.51,16706875253648.5,18316765021690.2,12970.6056414327,1412175000.0,37.440719876366
CHN,China,PARTNER,2023,51338076801.59,17611526369126.6,18270356654533.2,12951.1782397043,1410710000.0,36.1051923691138
CHN,China,PARTNER,2024,18556141172.84,18488114837769.3,18743803170827.2,13303.1481543868,1408975000.0,37.1984201388065
EUU,European Union,PARTNER,2000,634200506229.248,11319869909643.6,7288481048952.25,16976.0452668705,429339162.0,71.5705362040384
EUU,European Union,PARTNER,2001,366360079035.895,11564508558513.0,7407615944962.45,17230.6480095869,429909307.0,70.7299712766562
EUU,European Union,PARTNER,2002,295298465434.405,11691451596944.9,8100430284893.67,18797.8116316074,430924112.0,68.4361613375131
EUU,European Union,PARTNER,2003,293768597752.735,11800997102454.8,9956860723577.65,23020.9558032659,432512916.0,67.3582061795863
EUU,European Union,PARTNER,2004,314210792152.141,12107812246876.8,11449101966447.2,26368.6780464333,434193248.0,70.3968764065819
EUU,European Union,PARTNER,2005,732553887351.659,12347980270825.7,11954349375612.0,27431.4991030834,435789139.0,73.5521063042338
EUU,European Union,PARTNER,2006,914388369612.78,12788499501424.8,12768357074578.4,29200.5809467343,437263803.0,77.9839957210495
EUU,European Union,PARTNER,2007,1479575647574.99,13190293140115.9,14789471689508.0,33704.6636441399,438796003.0,79.7970825624113
EUU,European Union,PARTNER,2008,825460956900.288,13271807422071.9,16364455236166.7,37169.0746850842,440270719.0,80.7845229076774
EUU,European Union,PARTNER,2009,585517909000.086,12699515364509.5,14844813523140.0,33632.0748456258,441388573.0,70.5061117229528
EUU,European Union,PARTNER,2010,480128559624.506,12976593517674.0,14641773544950.6,33119.5673211775,442088310.0,78.282201525606
EUU,European Union,PARTNER,2011,903651733603.218,13231012723603.5,15874713437636.1,35963.3147849808,441414078.0,83.4716468978193
EUU,European Union,PARTNER,2012,582411385398.083,13129872603290.2,14731876146120.7,33324.7709896821,442069839.0,85.0872994138992
EUU,European Union,PARTNER,2013,613498236804.181,13125534418029.3,15398507628838.6,34804.7281200997,442425741.0,84.7802544688451
EUU,European Union,PARTNER,2014,468473023861.312,13339837928675.8,15763596442222.6,35590.1004559069,442920819.0,85.494561926335
EUU,European Union,PARTNER,2015,849890812406.505,13656252620703.3,13656252620703.3,30771.6568591261,443793218.0,86.6784748227273
EUU,European Union,PARTNER,2016,729126074548.51,13918449980505.1,13988147697216.6,31456.8971280656,444676652.0,85.784351990334
EUU,European Union,PARTNER,2017,591455183723.147,14310687274644.1,14871313684625.8,33394.5888043692,445321060.0,88.7153567222581
EUU,European Union,PARTNER,2018,133983702758.315,14603544059407.1,16092403309151.5,36054.953230113,446329890.0,90.4287944304584
EUU,European Union,PARTNER,2019,582178363188.55,14877396575749.2,15809073096211.4,35374.1403676934,446910453.0,90.5535185606555
EUU,European Union,PARTNER,2020,178618904096.684,14047404390856.4,15504055464107.4,34694.7035869195,446870959.0,83.8178454761989
EUU,European Union,PARTNER,2021,684481966450.194,14943312743921.6,17495226733585.2,39206.9791776084,446227358.0,91.2031115580478
EUU,European Union,PARTNER,2022,238778768818.174,15475526647498.2,17023612496380.4,38066.8844892624,447202673.0,103.706433693426
EUU,European Union,PARTNER,2023,-257265650199.722,15545835479247.4,18659133072074.8,41566.5741100785,448897545.0,95.2160371763138
EUU,European Union,PARTNER,2024,298211533521.557,15711329898680.8,19497115588443.6,43304.9642561331,450228188.0,91.6513434875625
IDN,Indonesia,ASEAN,2000,-4550355285.71428,395012382597.556,165021012077.81,763.711124950924,216077790.0,71.4368759173731
IDN,Indonesia,ASEAN,2001,-2977391857.14286,409404526219.842,160446947784.909,732.307093405708,219097902.0,69.7932075256238
IDN,Indonesia,ASEAN,2002,145085548.722222,427825582126.161,195660611165.183,881.002913569131,222088495.0,59.0794617663723
IDN,Indonesia,ASEAN,2003,-596923827.786241,448277224148.753,234772463823.808,1043.2105838671,225048008.0,53.6164937473016
IDN,Indonesia,ASEAN,2004,1896082770.0,470829486219.898,256836875295.452,1126.84004447173,227926649.0,59.761294836691
IDN,Indonesia,ASEAN,2005,8336257207.64285,497631790442.44,285868619196.085,1238.21447629488,230871650.0,63.9879358688635
IDN,Indonesia,ASEAN,2006,4914201435.40071,525006275302.523,364570515618.357,1558.31562847163,233951652.0,56.6571268148867
IDN,Indonesia,ASEAN,2007,6928480000.0,558318040161.892,432216737774.861,1823.21976255073,237062337.0,54.8292499782075
IDN,Indonesia,ASEAN,2008,9318453649.82664,591893632243.067,510228634992.258,2124.55483920618,240157903.0,58.5613996312961
IDN,Indonesia,ASEAN,2009,4877369178.4365,619291626017.383,539580085612.401,2218.48541852977,243220028.0,45.5121213687054
IDN,Indonesia,ASEAN,2010,15292009410.5099,657835433773.518,755094157621.936,3065.68348377765,246305322.0,46.7012738758737
IDN,Indonesia,ASEAN,2011,20564938226.7185,698422460479.197,892969104563.171,3579.46442466152,249470032.0,50.1800131841104
IDN,Indonesia,ASEAN,2012,21200778607.8726,740537688618.414,917869913332.649,3632.27254030331,252698525.0,49.5828982992627
IDN,Indonesia,ASEAN,2013,23281742361.5305,781691320690.699,912524136718.018,3566.60284506078,255852467.0,48.6373726752893
IDN,Indonesia,ASEAN,2014,25120732059.5134,820828013230.588,890814755533.537,3441.06808464008,258877399.0,48.0801755855227
IDN,Indonesia,ASEAN,2015,19779127976.9576,860854232686.214,860854232686.214,3288.22269725538,261799249.0,41.9376402415294
IDN,Indonesia,ASEAN,2016,4541713739.23769,904181621780.388,931877364037.698,3521.46943457574,264627418.0,37.4213418023318
IDN,Indonesia,ASEAN,2017,20510310832.4469,950021694164.001,1015618744159.73,3798.88326174526,267346658.0,39.3554970704606
IDN,Indonesia,ASEAN,2018,18909826043.5105,999178586309.021,1042271532988.63,3860.95353090726,269951846.0,43.0743089552002
IDN,Indonesia,ASEAN,2019,24993551748.0098,1049330233997.45,1119099871350.2,4106.94856160358,272489381.0,37.6277775357108
IDN,Indonesia,ASEAN,2020,19175077747.8077,1027656193885.38,1059054842698.48,3853.70288774146,274814866.0,32.9721754002427
IDN,Indonesia,ASEAN,2021,21213080329.8582,1065709127396.86,1186509691086.73,4287.17313995098,276758053.0,40.2047582749671
IDN,Indonesia,ASEAN,2022,24702029705.0926,1122268412650.2,1319101183380.15,4730.83484836107,278830529.0,45.4646701959453
IDN,Indonesia,ASEAN,2023,21543358781.3828,1178932006499.5,1371169301563.62,4876.30774512252,281190067.0,41.3362868707652
IDN,Indonesia,ASEAN,2024,24275445280.2272,1238236350136.56,1396300098190.97,4925.43048751861,283487931.0,42.572647301834
JPN,Japan,PARTNER,2000,10688168325.6084,3986755544463.82,4968359075956.59,39169.3595701504,126843000.0,19.5623715839054
JPN,Japan,PARTNER,2001,4926033619.1846,4002148544212.9,4374711694090.87,34406.1824638092,127149000.0,19.5596044720071
JPN,Japan,PARTNER,2002,11557373873.9418,4003827945767.2,4182846045873.61,32820.7936433254,127445000.0,20.4471220661583
JPN,Japan,PARTNER,2003,8771535612.31507,4065291729517.45,4519561645253.53,35387.0374203599,127718000.0,21.3261252678119
JPN,Japan,PARTNER,2004,7527948175.22323,4154163710039.3,4893116005656.56,38298.9801712303,127761000.0,23.6643534228975
JPN,Japan,PARTNER,2005,5459618342.94078,4229100705435.58,4831467035389.8,37812.8950199948,127773000.0,26.2299545778565
JPN,Japan,PARTNER,2006,-2396909736.30511,4287138774362.24,4601663122649.92,35991.546002862,127854000.0,30.0163760986692
JPN,Japan,PARTNER,2007,21631204435.6846,4350758602405.54,4579750920354.81,35779.0245416427,128001000.0,32.816578051879
JPN,Japan,PARTNER,2008,24624845329.5647,4297492743392.88,5106679115127.3,39876.3039685725,128063000.0,34.1294765412245
JPN,Japan,PARTNER,2009,12226471578.7438,4052826324003.77,5289493117993.89,41308.9968370512,128047000.0,24.3901665338555
JPN,Japan,PARTNER,2010,7440979284.16285,4218907820178.57,5759071769013.11,44968.1562349739,128070000.0,28.4984726938389
JPN,Japan,PARTNER,2011,-850717035.068238,4219912322040.1,6233147172341.35,48760.0789494211,127833000.0,30.1949607286296
JPN,Japan,PARTNER,2012,546962692.190725,4277925608846.49,6272362996105.03,49145.2804308193,127629000.0,30.4709109171752
JPN,Japan,PARTNER,2013,10648441636.2071,4363702302793.37,5212328181166.18,40898.6478964744,127445000.0,33.9787686509511
JPN,Japan,PARTNER,2014,19752249424.087,4376627829634.98,4896994405353.29,38475.3952461838,127276000.0,37.4314345686579
JPN,Japan,PARTNER,2015,5252218412.39171,4444930651964.18,4444930651964.18,34960.6393843385,127141000.0,35.4274083544798
JPN,Japan,PARTNER,2016,40954181468.5533,4478437728050.46,5003677627544.24,39375.4731620781,127076000.0,31.3102468455884
JPN,Japan,PARTNER,2017,18802251208.1068,4553466417290.11,4930837369151.42,38834.0529341227,126972000.0,34.4232135721686
JPN,Japan,PARTNER,2018,25289367857.8518,4582763011478.55,5040880939324.86,39751.1330982711,126811000.0,36.609931802107
JPN,Japan,PARTNER,2019,39960544340.0141,4564332550096.38,5117993853016.51,40415.9567649547,126633000.0,35.2164181084145
JPN,Japan,PARTNER,2020,62584719398.0912,4374056271824.01,5054068005376.28,40028.7341726762,126261000.0,31.335208636773
JPN,Japan,PARTNER,2021,35027163875.7213,4492005937826.88,5039148168861.22,40094.5599795288,125681593.0,36.7384462280698
JPN,Japan,PARTNER,2022,48153832744.0586,4534320578755.85,4262463317796.53,34065.6438962526,125124989.0,46.8129868368938
JPN,Japan,PARTNER,2023,19982140844.5082,4601203385713.7,4213167237905.83,33836.1756271617,124516650.0,45.1508795641248
JPN,Japan,PARTNER,2024,16160318365.9944,4606002855955.13,4027597523550.58,32487.0778047567,123975371.0,46.4069516150859
KHM,Cambodia,ASEAN,2000,118308566.31088,7459479704.67578,3694168979.32019,296.426687526334,12462336.0,110.397125303731
KHM,Cambodia,ASEAN,2001,146481995.063844,8010713670.8994,4145665969.92864,327.500984314444,12658484.0,111.771741244001
KHM,Cambodia,ASEAN,2002,130956363.872694,8512590714.58905,4501227626.62752,350.147276634294,12855241.0,118.269562072288
KHM,Cambodia,ASEAN,2003,81580650.5580651,9387998414.66106,5046693484.31767,386.691123931778,13050968.0,120.074969093599
KHM,Cambodia,ASEAN,2004,131416229.281784,10275886653.5849,5883297159.87352,444.199067529081,13244731.0,131.351481056276
KHM,Cambodia,ASEAN,2005,379180190.600282,11642922159.7044,7066296463.3598,525.797325120926,13439202.0,133.551965265648
KHM,Cambodia,ASEAN,2006,483209382.712787,12917049054.0975,8350531016.65753,612.252648550727,13639028.0,140.348734318483
KHM,Cambodia,ASEAN,2007,867288538.643543,14260222987.8994,10127916459.8983,731.692295125426,13841770.0,133.700023826819
KHM,Cambodia,ASEAN,2008,815180217.958376,15326369460.3469,12174303999.0812,866.283999789749,14053479.0,130.393510678736
KHM,Cambodia,ASEAN,2009,928393617.348897,15950885068.8658,12502901169.7377,875.748936193569,14276810.0,102.2879490147
KHM,Cambodia,ASEAN,2010,1404315448.88529,16760698493.0409,13808673288.0696,952.274616324008,14500726.0,109.998400607758
KHM,Cambodia,ASEAN,2011,1538883424.9002,17981993293.903,16032622023.8265,1088.98152823081,14722584.0,109.790505166814
KHM,Cambodia,ASEAN,2012,1988102944.64495,19357661918.8519,17826536699.8016,1192.80263041673,14945085.0,116.740233418212
KHM,Cambodia,ASEAN,2013,2068470774.00468,20878690156.7817,19807135252.8649,1305.6600972686,15170208.0,124.887552768657
KHM,Cambodia,ASEAN,2014,1853471158.0992,22549052336.9265,22041463967.9009,1431.56396469993,15396772.0,124.454908526693
KHM,Cambodia,ASEAN,2015,1822804151.25711,24174170369.0738,24174170369.0738,1547.32010444393,15623251.0,122.109596815379
KHM,Cambodia,ASEAN,2016,2475915853.65762,26085259688.3373,26556545153.3573,1675.19555711109,15852803.0,122.704555602667
KHM,Cambodia,ASEAN,2017,2788084321.65815,28191654621.9478,29355665909.7905,1826.35391688754,16073372.0,121.155451298689
KHM,Cambodia,ASEAN,2018,3212633447.04469,30665817313.8491,33145892168.8958,2036.67377566578,16274522.0,118.43765541305
KHM,Cambodia,ASEAN,2019,3663032999.47048,33099747942.811,36685356407.7206,2225.87705485686,16481304.0,115.736679072448
KHM,Cambodia,ASEAN,2020,3624644990.13295,31922812945.0881,34818073901.4851,2081.73914242939,16725474.0,122.105396346568
KHM,Cambodia,ASEAN,2021,3483461605.65372,32909177695.673,36790163687.4421,2167.40324198499,16974305.0,146.179846509715
KHM,Cambodia,ASEAN,2022,3578831295.87392,34597385966.8314,39994532959.6074,2325.03050040841,17201724.0,145.873632761406
KHM,Cambodia,ASEAN,2023,3958792378.8864,36329791405.1421,42335646895.7984,2429.74853452838,17423880.0,134.206842395931
KHM,Cambodia,ASEAN,2024,4394647334.3021,38500536184.9646,46352647037.2406,2627.87969756224,17638801.0,143.447009703011
KOR,"Korea, Rep.",PARTNER,2000,11509400000.0,835011437852.054,597487173479.109,12710.2995795579,47008111.0,64.0588155729056
KOR,"Korea, Rep.",PARTNER,2001,6522300000.0,874473540684.493,567564806235.441,11981.4828218758,47370164.0,60.4277386641693
KOR,"Korea, Rep.",PARTNER,2002,5475100000.0,942192762521.074,650014391470.21,13642.9424537101,47644736.0,56.6688767960273
KOR,"Korea, Rep.",PARTNER,2003,7010000000.0,971162614185.718,728516494684.269,15211.5483770422,47892330.0,59.4242945541732
KOR,"Korea, Rep.",PARTNER,2004,13294400000.0,1021504157422.6,823251107638.814,17121.6301633201,48082519.0,67.9270638751076
KOR,"Korea, Rep.",PARTNER,2005,13643200000.0,1066023726231.41,971740329983.878,20167.0474902506,48184561.0,66.1695148242697
KOR,"Korea, Rep.",PARTNER,2006,9161900000.0,1121936729365.41,1095175538508.19,22609.7059431449,48438292.0,68.3749509402263
KOR,"Korea, Rep.",PARTNER,2007,8826900000.0,1187479862374.9,1220911904593.06,25078.4853957105,48683638.0,71.3239614988013
KOR,"Korea, Rep.",PARTNER,2008,11187500000.0,1223156560996.14,1091580692542.34,22252.3125108061,49054708.0,92.0833544961819
KOR,"Korea, Rep.",PARTNER,2009,9021900000.0,1233184753860.86,983065242417.36,19937.3029137734,49307835.0,83.1246099057162
KOR,"Korea, Rep.",PARTNER,2010,9497400000.0,1319281537670.41,1192830015737.68,24071.2620526362,49554112.0,88.0278677123124
KOR,"Korea, Rep.",PARTNER,2011,9773000000.0,1367937063745.25,1307103477219.1,26175.2398553363,49936638.0,101.68061646213
KOR,"Korea, Rep.",PARTNER,2012,9495900000.0,1402787524457.73,1335343586437.67,26600.5477433903,50199853.0,101.51727207905
KOR,"Korea, Rep.",PARTNER,2013,12766600000.0,1448958816285.78,1434669686501.84,28449.3591104972,50428893.0,94.1675235855873
KOR,"Korea, Rep.",PARTNER,2014,9273600000.0,1495538208413.16,1556252422020.44,30667.0912467447,50746659.0,86.9342577972039
KOR,"Korea, Rep.",PARTNER,2015,4104100000.0,1539212301135.55,1539212301135.55,30171.7906545222,51014947.0,75.3881774564907
KOR,"Korea, Rep.",PARTNER,2016,12104300000.0,1588028842393.05,1579150518945.44,30832.0628072516,51217803.0,69.8997221316919
KOR,"Korea, Rep.",PARTNER,2017,17912900000.0,1642548917819.59,1710196756713.17,33296.9845439195,51361911.0,73.1921408264016
KOR,"Korea, Rep.",PARTNER,2018,12182600000.0,1694718171579.25,1824251454306.83,35363.9508228687,51585058.0,74.7075162140824
KOR,"Korea, Rep.",PARTNER,2019,9634300000.0,1733930596323.25,1751045752054.63,33826.9443301597,51764822.0,71.4470632403511
KOR,"Korea, Rep.",PARTNER,2020,8764900000.0,1721788880530.99,1744070276373.34,33645.7719545073,51836239.0,65.544957860621
KOR,"Korea, Rep.",PARTNER,2021,22060400000.0,1801214449834.76,1942313560965.9,37518.4635305697,51769539.0,75.3063047610912
KOR,"Korea, Rep.",PARTNER,2022,25044700000.0,1850343736945.76,1799363116866.52,34822.4048404971,51672569.0,90.5851475278549
KOR,"Korea, Rep.",PARTNER,2023,18599100000.0,1879634949821.72,1844800934391.54,35674.095995632,51712619.0,82.2580090716629
KOR,"Korea, Rep.",PARTNER,2024,12862500000.0,1917295522781.86,1875388209406.8,36238.639908315,51751065.0,84.6424951192038
LAO,Lao PDR,ASEAN,2000,33890000.0,4981659930.07599,1731198022.46763,318.749852236965,5431212.0,68.8373013678325
LAO,Lao PDR,ASEAN,2001,23904284.1333333,5268175760.92381,1768619058.34647,320.316005439568,5521482.0,65.8994368798482
LAO,Lao PDR,ASEAN,2002,4451297.0311068,5579985581.01999,1758176653.07746,313.350817148131,5610889.0,67.2549028523532
LAO,Lao PDR,ASEAN,2003,19484000.8001106,5918523434.75225,2023324407.28414,355.097216151461,5697945.0,60.572095882788
LAO,Lao PDR,ASEAN,2004,16917263.0,6294805131.65111,2366398119.86321,409.296298284117,5781626.0,66.0797516222837
LAO,Lao PDR,ASEAN,2005,27720000.0,6742212710.02267,2735558734.7379,466.061506997741,5869523.0,71.7926462737852
LAO,Lao PDR,ASEAN,2006,187310641.0,7323341971.83126,3455030060.9785,579.391947440719,5963200.0,81.9613754162421
